date,hari,bulan,tahun,komoditas,komoditas_normalisasi,commodity,tipe_pasar,market_type,kategori_kota,harga_rata_rata,harga_terendah,harga_tertinggi,jumlah_pasar,jumlah_sumber_data
2024-02-23,23,2,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,115000.0,110000,120000,2,1
2024-02-26,26,2,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,115000.0,110000,120000,2,1
2024-02-22,22,2,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,115000.0,110000,120000,2,1
2024-03-04,4,3,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,115000.0,110000,120000,2,1
2024-02-20,20,2,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,115000.0,110000,120000,2,1
2024-02-21,21,2,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,94722.22,77500,120000,9,1
2024-03-04,4,3,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,100000.0,77500,120000,9,1
2024-02-27,27,2,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,115000.0,110000,120000,2,1
2024-02-29,29,2,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,115000.0,110000,120000,2,1
2024-02-28,28,2,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,115000.0,110000,120000,2,1
2024-02-23,23,2,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,99333.33,90000,120000,9,1
2024-03-05,5,3,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,110000.0,100000,120000,2,1
2024-01-09,9,1,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,132287.5,127000,143300,4,1
2024-01-08,8,1,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,132287.5,127000,143300,4,1
2024-01-05,5,1,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,132287.5,127000,143300,4,1
2024-01-04,4,1,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,132287.5,127000,143300,4,1
2024-01-03,3,1,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,132287.5,127000,143300,4,1
2024-01-01,1,1,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,135287.5,130900,143300,4,1
2024-01-02,2,1,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,132287.5,127000,143300,4,1
2024-02-07,7,2,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,124100.0,124100,124100,1,1
2024-02-09,9,2,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,124100.0,124100,124100,1,1
2024-02-08,8,2,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,124100.0,124100,124100,1,1
2024-02-06,6,2,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,124100.0,124100,124100,1,1
2024-02-12,12,2,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,124100.0,124100,124100,1,1
2024-06-25,25,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,106950.0,106950,106950,1,1
2024-06-18,18,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,106950.0,106950,106950,1,1
2024-06-17,17,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,106950.0,106950,106950,1,1
2024-06-13,13,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,106950.0,106950,106950,1,1
2024-06-24,24,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,106950.0,106950,106950,1,1
2024-06-14,14,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,106950.0,106950,106950,1,1
2024-06-21,21,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,106950.0,106950,106950,1,1
2024-01-11,11,1,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,134312.5,127000,147400,4,1
2024-01-12,12,1,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,134312.5,127000,147400,4,1
2024-01-15,15,1,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,134312.5,127000,147400,4,1
2024-07-02,2,7,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,39750.0,35000,45000,10,1
2024-07-04,4,7,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,39150.0,35000,45000,10,1
2024-07-03,3,7,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,39100.0,35000,45000,10,1
2024-03-15,15,3,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,122033.33,79400,162250,3,1
2024-03-14,14,3,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,122033.33,79400,162250,3,1
2024-03-18,18,3,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,122033.33,79400,162250,3,1
2024-03-12,12,3,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,122033.33,79400,162250,3,1
2024-03-13,13,3,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,122033.33,79400,162250,3,1
2024-04-25,25,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,123850.0,123850,123850,1,1
2024-05-09,9,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,123850.0,123850,123850,1,1
2024-05-03,3,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,123850.0,123850,123850,1,1
2024-05-01,1,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,123850.0,123850,123850,1,1
2024-04-30,30,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,123850.0,123850,123850,1,1
2024-05-08,8,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,123850.0,123850,123850,1,1
2024-05-10,10,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,123850.0,123850,123850,1,1
2024-05-06,6,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,123850.0,123850,123850,1,1
2024-04-29,29,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,123850.0,123850,123850,1,1
2024-05-13,13,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,123850.0,123850,123850,1,1
2024-05-02,2,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,123850.0,123850,123850,1,1
2024-04-26,26,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,123850.0,123850,123850,1,1
2024-05-07,7,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Bandung,123850.0,123850,123850,1,1
2024-01-17,17,1,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,73611.11,60000,87500,9,1
2024-01-18,18,1,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,73611.11,60000,87500,9,1
2024-06-24,24,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,99337.5,87250,127950,4,1
2024-06-18,18,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,98837.5,87200,127950,4,1
2024-06-17,17,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,96362.5,80800,127950,4,1
2024-06-11,11,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,104687.5,89500,127950,4,1
2024-06-14,14,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,96362.5,80800,127950,4,1
2024-06-07,7,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,104687.5,89500,127950,4,1
2024-06-13,13,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,96362.5,80800,127950,4,1
2024-06-10,10,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,104687.5,89500,127950,4,1
2024-06-25,25,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,98587.5,87250,127950,4,1
2024-06-06,6,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,104687.5,89500,127950,4,1
2024-06-21,21,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,99337.5,87250,127950,4,1
2024-03-14,14,3,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,88500.0,65000,130000,10,1
2024-02-28,28,2,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,111111.11,90000,130000,9,1
2024-03-13,13,3,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,84850.0,60000,130000,10,1
2024-02-19,19,2,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,93750.0,80000,130000,10,1
2024-02-26,26,2,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,110555.56,90000,130000,9,1
2024-03-15,15,3,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,84850.0,60000,130000,10,1
2024-02-27,27,2,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,112222.22,90000,130000,9,1
2024-02-29,29,2,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,108611.11,87500,130000,9,1
2024-05-13,13,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,128600.0,120500,148950,4,1
2024-05-20,20,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,130650.0,115950,148950,4,1
2024-05-14,14,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,130650.0,115950,148950,4,1
2024-05-10,10,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,128600.0,120500,148950,4,1
2024-05-15,15,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,130650.0,115950,148950,4,1
2024-04-11,11,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,127700.0,110500,148950,4,1
2024-04-17,17,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,127700.0,110500,148950,4,1
2024-05-09,9,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,128600.0,120500,148950,4,1
2024-04-26,26,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,126175.0,108650,148950,4,1
2024-05-08,8,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,128600.0,120500,148950,4,1
2024-05-17,17,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,130650.0,115950,148950,4,1
2024-05-07,7,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,133275.0,122450,148950,4,1
2024-05-16,16,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,130650.0,115950,148950,4,1
2024-04-16,16,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,127700.0,110500,148950,4,1
2024-05-03,3,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,133275.0,122450,148950,4,1
2024-04-12,12,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,127700.0,110500,148950,4,1
2024-04-19,19,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,127700.0,110500,148950,4,1
2024-04-09,9,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,127700.0,110500,148950,4,1
2024-05-02,2,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,133275.0,122450,148950,4,1
2024-04-23,23,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,127700.0,110500,148950,4,1
2024-04-30,30,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,133275.0,122450,148950,4,1
2024-05-06,6,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,133275.0,122450,148950,4,1
2024-04-10,10,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,127700.0,110500,148950,4,1
2024-04-22,22,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,127700.0,110500,148950,4,1
2024-04-29,29,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,126175.0,108650,148950,4,1
2024-04-18,18,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,127700.0,110500,148950,4,1
2024-04-25,25,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,126175.0,108650,148950,4,1
2024-05-01,1,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,133275.0,122450,148950,4,1
2024-04-15,15,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,127700.0,110500,148950,4,1
2024-04-26,26,4,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,45900.0,30000,55000,10,1
2024-06-03,3,6,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,46000.0,40000,55000,10,1
2024-06-28,28,6,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,43550.0,36000,55000,10,1
2024-04-24,24,4,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,68750.0,0,108250,3,1
2024-05-02,2,5,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,76444.44,62500,97500,9,1
2024-07-03,3,7,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,28833.33,0,86500,3,1
2024-06-24,24,6,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,53250.0,40000,65000,10,1
2024-04-29,29,4,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,58000.0,40000,65000,10,1
2024-05-24,24,5,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,57500.0,50000,65000,2,1
2024-05-01,1,5,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,47000.0,0,65000,10,1
2024-06-28,28,6,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,60000.0,55000,65000,2,1
2024-07-03,3,7,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,55833.33,37500,65000,9,1
2024-05-22,22,5,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,57500.0,50000,65000,2,1
2024-05-20,20,5,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,57500.0,50000,65000,2,1
2024-06-12,12,6,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,53050.0,45000,65000,10,1
2024-04-30,30,4,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,59500.0,40000,65000,10,1
2024-07-01,1,7,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,56111.11,37500,65000,9,1
2024-07-04,4,7,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,35833.33,0,65000,9,1
2024-07-05,5,7,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,56555.56,42500,65000,9,1
2024-05-23,23,5,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,57500.0,50000,65000,2,1
2024-05-13,13,5,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,60000.0,55000,65000,2,1
2024-06-27,27,6,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,62500.0,60000,65000,2,1
2024-05-21,21,5,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,57500.0,50000,65000,2,1
2024-07-02,2,7,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,56111.11,37500,65000,9,1
2024-01-01,1,1,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,118316.67,102950,131050,3,1
2024-06-10,10,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,95533.33,77600,118000,3,1
2024-06-06,6,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,95533.33,77600,118000,3,1
2024-05-28,28,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,96866.67,77600,118000,3,1
2024-05-30,30,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,96866.67,77600,118000,3,1
2024-05-21,21,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,96033.33,75100,118000,3,1
2024-05-22,22,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,96033.33,75100,118000,3,1
2024-06-07,7,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,95533.33,77600,118000,3,1
2024-06-14,14,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,97366.67,77600,118000,3,1
2024-06-03,3,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,96866.67,77600,118000,3,1
2024-05-23,23,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,96033.33,75100,118000,3,1
2024-05-27,27,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,96033.33,75100,118000,3,1
2024-06-04,4,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,95533.33,77600,118000,3,1
2024-06-17,17,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,97366.67,77600,118000,3,1
2024-06-13,13,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,97366.67,77600,118000,3,1
2024-05-31,31,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,96866.67,77600,118000,3,1
2024-05-24,24,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,96033.33,75100,118000,3,1
2024-06-11,11,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,97366.67,77600,118000,3,1
2024-06-18,18,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,97366.67,77600,118000,3,1
2024-06-28,28,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,101112.5,87700,126450,4,1
2024-07-05,5,7,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,101862.5,89200,126450,4,1
2024-07-02,2,7,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,101112.5,87700,126450,4,1
2024-06-27,27,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,101112.5,87700,126450,4,1
2024-07-08,8,7,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,101862.5,89200,126450,4,1
2024-07-01,1,7,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,101112.5,87700,126450,4,1
2024-07-04,4,7,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,101862.5,89200,126450,4,1
2024-06-26,26,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,101112.5,87700,126450,4,1
2024-06-19,19,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,58033.33,0,96500,3,1
2024-06-20,20,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,58033.33,0,96500,3,1
2024-06-12,12,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,,58033.33,0,96500,3,1
2024-05-30,30,5,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,61722.22,46000,75000,9,1
2024-06-24,24,6,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,70000.0,65000,75000,2,1
2024-03-26,26,3,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,72500.0,70000,75000,2,1
2024-05-31,31,5,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,61722.22,46000,75000,9,1
2024-03-25,25,3,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,72500.0,70000,75000,2,1
2024-04-04,4,4,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,58950.0,49000,75000,10,1
2024-06-26,26,6,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,67500.0,60000,75000,2,1
2024-04-15,15,4,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,64722.22,45000,75000,9,1
2024-04-03,3,4,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,58800.0,49000,75000,10,1
2024-06-05,5,6,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,59055.56,42500,75000,9,1
2024-03-27,27,3,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,59333.33,35000,75000,9,1
2024-04-08,8,4,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,64722.22,45000,75000,9,1
2024-06-20,20,6,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,75000.0,75000,75000,2,1
2024-04-05,5,4,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,64722.22,45000,75000,9,1
2024-04-02,2,4,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,58450.0,46500,75000,10,1
2024-03-26,26,3,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,59333.33,35000,75000,9,1
2024-04-01,1,4,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,55200.0,45000,75000,10,1
2024-04-19,19,4,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,57888.89,37500,75000,9,1
2024-06-25,25,6,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,70000.0,65000,75000,2,1
2024-03-28,28,3,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,70000.0,65000,75000,2,1
2024-06-06,6,6,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,59055.56,42500,75000,9,1
2024-06-21,21,6,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,,62450.0,50000,75000,10,1
2024-03-29,29,3,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,70000.0,65000,75000,2,1
2024-04-11,11,4,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,64722.22,45000,75000,9,1
2024-05-27,27,5,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,61166.67,43000,75000,9,1
2024-05-29,29,5,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,61388.89,43000,75000,9,1
2024-05-28,28,5,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,61166.67,43000,75000,9,1
2024-03-27,27,3,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,70000.0,65000,75000,2,1
2024-06-27,27,6,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,58444.44,37500,75000,9,1
2024-04-09,9,4,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,64722.22,45000,75000,9,1
2024-04-10,10,4,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Jabodetabek,64722.22,45000,75000,9,1
2024-06-21,21,6,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,72500.0,70000,75000,2,1
2024-06-19,19,6,2024,Cabai Merah Besar,,,Pasar Induk,Central Market,Bandung,37500.0,0,75000,2,1
2024-06-03,3,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,114625.0,106950,126200,4,1
2024-05-28,28,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,113437.5,96750,126200,4,1
2024-05-30,30,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,114625.0,106950,126200,4,1
2024-06-04,4,6,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,114625.0,106950,126200,4,1
2024-05-31,31,5,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,114625.0,106950,126200,4,1
2024-03-11,11,3,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,145437.5,131400,157950,4,1
2024-03-08,8,3,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,145437.5,131400,157950,4,1
2024-03-06,6,3,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,145437.5,131400,157950,4,1
2024-03-07,7,3,2024,Cabai Merah Besar,,,Pasar Modern,Modern Market,Jabodetabek,145437.5,131400,157950,4,1
2024-01-10,10,1,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Bandung,0.0,0,0,1,1
2024-01-10,10,1,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Jabodetabek,0.0,0,0,4,1
2024-06-20,20,6,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Bandung,0.0,0,0,1,1
2024-07-08,8,7,2024,Cabai Rawit Hijau,,,Pasar Induk,Central Market,Bandung,0.0,0,0,2,1
2024-05-29,29,5,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Bandung,0.0,0,0,1,1
2024-06-05,5,6,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Bandung,0.0,0,0,1,1
2024-04-12,12,4,2024,Cabai Rawit Hijau,,,Pasar Induk,Central Market,Bandung,0.0,0,0,2,1
2024-07-08,8,7,2024,Cabai Rawit Hijau,,,Pasar Induk,Central Market,Jabodetabek,0.0,0,0,9,1
2024-06-19,19,6,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Bandung,0.0,0,0,1,1
2024-06-12,12,6,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Bandung,0.0,0,0,1,1
2024-07-03,3,7,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Bandung,0.0,0,0,1,1
2024-04-24,24,4,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Bandung,0.0,0,0,1,1
2024-07-08,8,7,2024,Cabai Rawit Hijau,,,Pasar Induk,Central Market,,0.0,0,0,10,1
2024-01-11,11,1,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Bandung,82450.0,82450,82450,1,1
2024-01-12,12,1,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Bandung,82450.0,82450,82450,1,1
2024-01-15,15,1,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Bandung,82450.0,82450,82450,1,1
2024-06-07,7,6,2024,Cabai Rawit Hijau,,,Pasar Induk,Central Market,Jabodetabek,44555.56,33500,52500,9,1
2024-07-03,3,7,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Jabodetabek,17350.0,0,69400,4,1
2024-04-25,25,4,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Bandung,82200.0,82200,82200,1,1
2024-04-29,29,4,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Bandung,82200.0,82200,82200,1,1
2024-04-26,26,4,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Bandung,82200.0,82200,82200,1,1
2024-07-04,4,7,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Jabodetabek,70487.5,66700,77850,4,1
2024-07-08,8,7,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Jabodetabek,70487.5,66700,77850,4,1
2024-07-05,5,7,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Jabodetabek,70487.5,66700,77850,4,1
2024-02-13,13,2,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Jabodetabek,66562.5,65200,67100,4,1
2024-02-14,14,2,2024,Cabai Rawit Hijau,,,Pasar Modern,Modern Market,Jabodetabek,66562.5,65200,67100,4,1
