date,hari,bulan,tahun,komoditas,komoditas_normalisasi,commodity,tipe_pasar,market_type,kategori_kota,harga_rata_rata,harga_terendah,harga_tertinggi,jumlah_pasar,jumlah_sumber_data
2024-05-29,29,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,40722.22,32500,50000,9,1
2024-06-07,7,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-06-19,19,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,46950.0,37500,50000,10,1
2024-05-06,6,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,37500.0,0,50000,9,1
2024-06-04,4,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,42944.44,34000,50000,9,1
2024-05-07,7,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,41350.0,30000,50000,10,1
2024-07-01,1,7,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,43888.89,35000,50000,9,1
2024-04-26,26,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,47222.22,40000,50000,9,1
2024-05-13,13,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,41111.11,32500,50000,9,1
2024-06-03,3,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-06-24,24,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,45750.0,40000,50000,10,1
2024-05-09,9,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,42777.78,32500,50000,9,1
2024-05-08,8,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,42777.78,32500,50000,9,1
2024-05-15,15,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,42444.44,32500,50000,9,1
2024-04-23,23,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,47500.0,45000,50000,2,1
2024-05-16,16,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,42833.33,36000,50000,9,1
2024-05-17,17,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-05-31,31,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,41277.78,32500,50000,9,1
2024-06-12,12,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,45150.0,33500,50000,10,1
2024-06-17,17,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,44850.0,35000,50000,10,1
2024-06-05,5,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,43277.78,34000,50000,9,1
2024-07-02,2,7,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,41250.0,32500,50000,10,1
2024-04-25,25,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,42222.22,0,50000,9,1
2024-05-29,29,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-06-11,11,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-04-23,23,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,45833.33,35000,50000,9,1
2024-05-15,15,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,38000.0,30000,50000,10,1
2024-06-25,25,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,43000.0,40000,50000,10,1
2024-05-02,2,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-05-21,21,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,42333.33,35000,50000,9,1
2024-05-24,24,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,42055.56,35000,50000,9,1
2024-05-31,31,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-06-18,18,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,44850.0,35000,50000,10,1
2024-05-13,13,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,39700.0,30000,50000,10,1
2024-06-27,27,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,42250.0,35500,50000,10,1
2024-04-29,29,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,47500.0,45000,50000,2,1
2024-05-15,15,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-06-11,11,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,44900.0,30000,50000,10,1
2024-05-30,30,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,41277.78,32500,50000,9,1
2024-04-25,25,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,47500.0,45000,50000,2,1
2024-05-17,17,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,39450.0,30000,50000,10,1
2024-05-28,28,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,41000.0,32500,50000,9,1
2024-06-13,13,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,44850.0,35000,50000,10,1
2024-05-24,24,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-06-26,26,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,40833.33,37500,50000,9,1
2024-04-24,24,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,46111.11,35000,50000,9,1
2024-05-22,22,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-06-24,24,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,41388.89,37500,50000,9,1
2024-05-28,28,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-05-23,23,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-05-27,27,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-05-08,8,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,40600.0,30000,50000,10,1
2024-07-01,1,7,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,41500.0,32500,50000,10,1
2024-07-03,3,7,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,48166.67,41000,50000,9,1
2024-06-03,3,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,42666.67,32500,50000,9,1
2024-06-06,6,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,42944.44,34000,50000,9,1
2024-06-27,27,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,40833.33,37500,50000,9,1
2024-06-07,7,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,42944.44,34000,50000,9,1
2024-06-28,28,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,40666.67,36000,50000,9,1
2024-05-20,20,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,43333.33,38500,50000,9,1
2024-04-24,24,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,47500.0,45000,50000,2,1
2024-04-30,30,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,47500.0,45000,50000,2,1
2024-05-01,1,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,47500.0,45000,50000,2,1
2024-05-14,14,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-07-02,2,7,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,44611.11,36500,50000,9,1
2024-05-27,27,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,41388.89,35000,50000,9,1
2024-06-10,10,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-05-13,13,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-05-23,23,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,42055.56,35000,50000,9,1
2024-05-29,29,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,38700.0,30000,50000,10,1
2024-05-10,10,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,42777.78,32500,50000,9,1
2024-05-16,16,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-05-21,21,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-05-22,22,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,42055.56,35000,50000,9,1
2024-06-06,6,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-04-26,26,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,47500.0,45000,50000,2,1
2024-05-09,9,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,36600.0,0,50000,10,1
2024-05-30,30,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-06-04,4,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,50000.0,50000,50000,2,1
2024-05-14,14,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,40944.44,32500,50000,9,1
2024-05-17,17,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,43055.56,36000,50000,9,1
2024-06-14,14,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,44850.0,35000,50000,10,1
2024-06-25,25,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,41111.11,37500,50000,9,1
2024-05-10,10,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,40600.0,30000,50000,10,1
2024-07-03,3,7,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Modern,Modern Market,Jabodetabek,14612.5,0,58450,4,1
2024-01-01,1,1,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Modern,Modern Market,Bandung,132700.0,132700,132700,1,1
2024-06-10,10,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Modern,Modern Market,Bandung,68700.0,68700,68700,1,1
2024-06-07,7,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Modern,Modern Market,Bandung,68700.0,68700,68700,1,1
2024-06-11,11,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Modern,Modern Market,Bandung,68700.0,68700,68700,1,1
2024-06-06,6,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Modern,Modern Market,Bandung,68700.0,68700,68700,1,1
2024-01-01,1,1,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Modern,Modern Market,,128150.0,123750,134750,3,1
2024-02-01,1,2,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,52500.0,45000,60000,2,1
2024-04-09,9,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,47800.0,35000,60000,10,1
2024-02-07,7,2,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,55000.0,50000,60000,2,1
2024-02-09,9,2,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,55000.0,50000,60000,2,1
2024-01-29,29,1,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,48750.0,37500,60000,10,1
2024-02-12,12,2,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,50150.0,40000,60000,10,1
2024-05-03,3,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,48888.89,40000,60000,9,1
2024-05-03,3,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,46400.0,35000,60000,10,1
2024-03-28,28,3,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,57500.0,55000,60000,2,1
2024-04-19,19,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,44750.0,32500,60000,10,1
2024-01-26,26,1,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,51500.0,37500,60000,10,1
2024-05-09,9,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,55000.0,50000,60000,2,1
2024-04-16,16,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,60000.0,60000,60000,2,1
2024-06-10,10,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,49166.67,35000,60000,9,1
2024-06-13,13,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,50166.67,39000,60000,9,1
2024-06-17,17,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,50444.44,39000,60000,9,1
2024-02-15,15,2,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,54300.0,45000,60000,10,1
2024-03-27,27,3,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,57500.0,55000,60000,2,1
2024-06-12,12,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,49611.11,39000,60000,9,1
2024-06-20,20,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,55000.0,50000,60000,2,1
2024-02-06,6,2,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,55000.0,50000,60000,2,1
2024-02-13,13,2,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,57500.0,55000,60000,2,1
2024-04-29,29,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,48350.0,40000,60000,10,1
2024-04-08,8,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,50000.0,42500,60000,9,1
2024-04-22,22,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,52500.0,45000,60000,2,1
2024-04-30,30,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,48350.0,35000,60000,10,1
2024-04-05,5,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,47800.0,35000,60000,10,1
2024-06-14,14,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,50444.44,39000,60000,9,1
2024-05-02,2,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,46900.0,30000,60000,10,1
2024-06-18,18,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,50444.44,39000,60000,9,1
2024-01-19,19,1,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,54300.0,45000,60000,10,1
2024-01-22,22,1,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,54400.0,45000,60000,10,1
2024-02-05,5,2,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,55000.0,50000,60000,2,1
2024-04-15,15,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,50000.0,42500,60000,9,1
2024-06-11,11,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,49444.44,37500,60000,9,1
2024-02-08,8,2,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,55000.0,50000,60000,2,1
2024-04-03,3,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,47050.0,37500,60000,10,1
2024-02-02,2,2,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,52500.0,45000,60000,2,1
2024-04-17,17,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,60000.0,60000,60000,2,1
2024-07-05,5,7,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,57500.0,55000,60000,2,1
2024-04-10,10,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,50000.0,42500,60000,9,1
2024-05-08,8,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,55000.0,50000,60000,2,1
2024-02-14,14,2,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,57500.0,55000,60000,2,1
2024-04-10,10,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,47800.0,35000,60000,10,1
2024-04-19,19,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,60000.0,60000,60000,2,1
2024-03-25,25,3,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,60000.0,60000,60000,2,1
2024-04-08,8,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,47800.0,35000,60000,10,1
2024-04-11,11,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,50000.0,42500,60000,9,1
2024-04-17,17,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,47800.0,40000,60000,10,1
2024-06-24,24,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,57500.0,55000,60000,2,1
2024-04-01,1,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,47650.0,39000,60000,10,1
2024-04-04,4,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,46800.0,35000,60000,10,1
2024-03-26,26,3,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,60000.0,60000,60000,2,1
2024-05-01,1,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,39250.0,0,60000,10,1
2024-03-29,29,3,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,57500.0,55000,60000,2,1
2024-04-16,16,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,48550.0,40000,60000,10,1
2024-06-19,19,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,30000.0,0,60000,2,1
2024-04-05,5,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,50000.0,42500,60000,9,1
2024-04-18,18,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,45500.0,40000,60000,10,1
2024-01-23,23,1,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,54300.0,45000,60000,10,1
2024-04-09,9,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,50000.0,42500,60000,9,1
2024-05-10,10,5,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,55000.0,50000,60000,2,1
2024-07-05,5,7,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,51500.0,46500,60000,9,1
2024-04-12,12,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,39400.0,0,60000,10,1
2024-04-15,15,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,47800.0,35000,60000,10,1
2024-04-18,18,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,60000.0,60000,60000,2,1
2024-06-21,21,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,57500.0,55000,60000,2,1
2024-03-25,25,3,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,49250.0,45000,60000,10,1
2024-02-13,13,2,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,50150.0,40000,60000,10,1
2024-04-11,11,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,47800.0,35000,60000,10,1
2024-02-12,12,2,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,55000.0,50000,60000,2,1
2024-02-14,14,2,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,50150.0,40000,60000,10,1
2024-04-02,2,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,47050.0,37500,60000,10,1
2024-07-01,1,7,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Modern,Modern Market,Bandung,68200.0,68200,68200,1,1
2024-06-27,27,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Modern,Modern Market,Bandung,68200.0,68200,68200,1,1
2024-06-26,26,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Modern,Modern Market,Bandung,68200.0,68200,68200,1,1
2024-07-02,2,7,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Modern,Modern Market,Bandung,68200.0,68200,68200,1,1
2024-06-28,28,6,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Modern,Modern Market,Bandung,68200.0,68200,68200,1,1
2024-04-02,2,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Modern,Modern Market,Jabodetabek,109187.5,84000,138600,4,1
2024-04-04,4,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Modern,Modern Market,Jabodetabek,109187.5,84000,138600,4,1
2024-04-08,8,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Modern,Modern Market,Jabodetabek,109187.5,84000,138600,4,1
2024-04-05,5,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Modern,Modern Market,Jabodetabek,109187.5,84000,138600,4,1
2024-04-03,3,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Modern,Modern Market,Jabodetabek,109187.5,84000,138600,4,1
2024-01-18,18,1,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Jabodetabek,62500.0,52500,70000,9,1
2024-04-03,3,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,65000.0,60000,70000,2,1
2024-01-12,12,1,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,,61650.0,45000,70000,10,1
2024-04-05,5,4,2024,Cabai Rawit Merah,Cabai Rawit Merah,Red Chilies,Pasar Induk,Central Market,Bandung,67500.0,65000,70000,2,1
